Date,Product_Owner,Product_Promoter,Product ID,Amount (Pesos)
2019-10-24,aofdlodtteeet,tcfsb3a,4756687,121.44
2023-12-31,v32v8el3oe,,7069764,87.45
2020-05-24,LdcBkeyartbiray,sa0f1bvf,6104371,38.39
2024-12-10,ssaimiepv,shisawonjha,5817136,28.380000000000003
2024-10-12,fgieud,brblgoalo,5078463,43.12
2021-10-11,toor,,4234646,11.88
2021-07-26,eriwrtepnseg,DioraigltBIwhtG,7367828,227.92
2020-06-19,otsborao,euibsp,6967142,59.07
2020-06-01,loaielbavinc,aiciaovlbnle,5474482,48.62
2022-01-31,rcbadasky,olgblaobr,5527730,43.12
2020-09-01,kniricosrteespgw,rVeGrgyo,4649203,45.98
2023-05-30,omfddefooer,E10sudb3,6085742,32.56
2024-09-10,ystwlsoa,u2dseb10,4854304,44.0
2022-07-23,tyemalSmppnuConpe,ndlsaetbaz,6655753,56.21
2020-06-17,yihetsilfteelf,,6154460,29.369999999999997
2023-11-03,sro1admlt,s0sl02,5521256,22.77
2020-10-29,okfmobeor,buesd130,4898400,47.3
2020-09-22,sbtoraoo,6w9w732,6711887,104.94
2023-09-20,ofoocl,Tsgoei,4057495,125.83999999999999
2024-04-23,iifestteeflylh,,7630376,56.760000000000005
2022-12-22,labeTTraHeeayrhp,,6502366,83.71000000000001
2019-11-06,scleiksylsadmatol,rlobabogl,6923410,36.3
2024-02-13,wseevyl,dkp10yoarm0e,4016753,43.78
2023-06-06,oitmce,rposr2pio,4530864,173.91
2024-08-30,eslBiLasn,acaelffsr,6832800,174.02
2019-09-21,oerfnkobo,gallobbro,6104254,55.44
2019-09-04,hnruonsnaeeildrctt,,3688919,43.12
2022-04-09,dnrpgrio,gloaolbbr,5591391,37.07
2024-11-01,aiisoadpcl,su0t4be4k,5435313,11.0
2022-01-11,rssaymedat,,7081854,281.82
2024-04-14,csimieoroomhsn,,7548736,14.74
2019-11-25,ntaolsicrnrdenuhet,,3688815,35.2
2019-05-20,spsimviae,4ilofeec,5697068,25.74
2024-09-29,nthscnaeoreutildnr,,3688815,11.0
2022-07-17,pksrciwetosngier,y1kaeor00dmp,4649203,42.79
2023-04-13,osortbao,22v201h2,6711887,103.4
2023-11-03,alealrysce,0sud1eb4,5047744,36.3
2020-05-14,ctmeoi,iocictdslnapues-,4530864,171.27
2024-10-31,fooloc,ipcrsireanenam,5332821,135.63
2022-04-10,eteatfloedodt,suilommsdy,4756687,121.44
2024-03-31,lycmssaaikldtoles,laloobbrg,6898229,36.3
2021-04-07,vv323e8ole,,7094386,176.0
2024-08-05,dloslyamitslacske,oagrbllob,6923410,38.83
2024-11-22,rdngopri,,5591417,43.67
2020-02-17,diognprr,rbalobgol,5591417,43.89
2024-03-02,sbriotmeporegtdmenal,tctaoihfeolrfsei,6180525,-469.37
2024-05-19,nyiataowd,,4666597,89.97999999999999
2024-12-27,oicetm,gnyeer66,4531007,236.83
2020-06-18,ciesriowgepktnsr,linlgoiorMeVv,4649203,43.12
2023-10-13,aillevsODasi,,6812884,25.74
2022-05-11,icetmo,e3kclbu3ea,4530838,113.85
2021-02-01,gueidf,lbbolraog,5078567,62.260000000000005
2022-08-11,weotsfrrlaaat,raoetraflx,6709209,-196.67999999999998
2019-08-25,cimeot,,4531020,-125.83999999999999
2019-12-01,PFL4LC2,,7433946,-287.76
2022-12-26,eomcit,cale3keub3,4530760,58.41
2021-02-07,plNlorCamxePio,amteacthtnsahpt,6967610,116.82
2022-12-02,eyslvwe,ry0kpoae1dm0,4016831,50.82
2020-01-03,igdfeu,bblgloora,5078463,43.339999999999996
2024-10-10,crendileantnrhusot,,3688776,17.93
2020-09-26,otor,,4234646,11.0
2020-12-24,yiinntesfesni,rgsnyuorpa,6380257,28.82
2019-11-11,tsasshav,s0fb1afv,7287670,45.099999999999994
2021-11-07,onfberrac,balborglo,6461910,46.419999999999995
2019-05-02,sierctpwsiorngek,kpr1m00oayed,4649216,192.5
2020-01-16,gdbinuuige,oogrlblba,7218289,43.89
2022-01-05,udfgei,boalrolgb,5078567,-62.260000000000005
2024-06-13,gornidpr,lrolboagb,5591417,43.56
2021-02-01,fadteedttooel,msmdyioslu,7348627,130.9
2020-06-08,fnisuwrod,,5560503,75.24
2024-11-16,swoatyls,ebu120sd,4854317,55.77
2023-10-13,inhlwahteetlasg,leevar,7151547,47.52
2021-05-06,swnodfiur,,6681909,27.28
2023-04-17,gnoriprd,ralgbolbo,5802576,43.67
2021-06-19,ohRfRecae,,6824337,266.09000000000003
2021-01-07,tammzp,emcmorso2c,7290829,-55.989999999999995
2023-11-24,muopdagrtnrnaike,udpainomtakrnerg,5523206,35.53
2020-04-19,llvrxeeobj,,5539859,18.7
2019-03-11,aaemchohrpeoty,lbglborao,7410130,44.0
2022-02-08,uefdgi,rbaobolgl,5078567,66.66
2023-03-24,scoooplrt,alfotfs,6620445,44.330000000000005
2024-04-13,aalclssiylomtkdes,rlglaoobb,6898229,37.730000000000004
2020-09-30,otro,,4234646,11.0
2020-07-01,deartexicl,,3983733,54.34
2023-01-08,rinctlonearhdsneut,islthurernntendcoa,3553069,17.6
2020-04-12,strsameday,,7081841,177.10000000000002
2023-03-21,mbtoacpo,,5666830,-41.14
2022-03-06,dgiefu,lgbbaloor,5078463,43.339999999999996
2023-09-10,BctLkyybrderaia,ffabs01v,6104488,36.63
2019-10-16,nirscheeruodaltnnt,,3688815,26.619999999999997
2020-08-10,ahiyhtlldea,tsmedavei,5802342,75.02000000000001
2020-05-29,altlnecarlu,20t4d2g,6614959,138.70999999999998
2022-09-12,fegidu,pielonac,5090501,14.74
2024-09-29,orregb,llargobbo,5985707,-59.510000000000005
2021-02-06,meotic,ek3uel3cba,4531007,251.79000000000002
2020-08-12,etnkrpswegcorisi,0aypdmok0r1e,4649203,42.79
2023-11-20,octskpreniegrswi,1demap0kyro0,4649203,17.05
2024-06-07,rhaaRsieTbocus,,6028854,191.73
2021-08-16,ikoteetd,vndscpteieahei,3499873,15.729999999999999
2022-03-14,nmsuetCplpCSe,itsvocvi,6889441,113.30000000000001
2023-11-24,uebnguiidg,rogablblo,7218289,43.67
2020-04-03,endnlioctetsrunahr,,3688815,35.31
2022-04-13,miceot,wwouel,4530838,114.83999999999999
2019-07-26,rsoor1epp,lejcass,6913543,144.54000000000002
2023-10-27,snlcrntodrhneeaiut,,3139864,43.12
2024-10-17,etetidko,noen000,3499873,21.45
2024-11-21,rtoo,,4234646,-11.0
2024-04-06,mtpmza,ptmmza,7324499,100.54
2023-09-21,derooedoffm,duE3s1b0,6085742,32.230000000000004
2024-08-10,oemcit,slipic-ustonadec,4530760,55.77
2019-04-07,eawvhemTyoen,arifNealtlfuv,7290491,47.19
2024-10-25,bvecolliniaa,,5474352,52.36
2024-06-05,sismolyalkaletcds,borllboga,6898229,36.3
2019-05-14,nodserihtealrunnct,,4581135,45.21
2019-09-14,ugibniuegd,borlglboa,7218289,44.66
2023-08-17,uefgid,lblogbaor,5096546,43.339999999999996
2024-06-24,neisnsnifetiy,onryuarspg,6379867,34.43
2019-05-31,oiemct,,4530838,112.86
2024-01-01,nkeascalibenr,,7108270,20.240000000000002
2024-11-05,grboer,lbgloaobr,5985694,42.9
2020-07-19,botoacmp,,5695716,-43.12
2022-01-04,komrbeoof,us0b1d3e,4898374,34.980000000000004
2020-11-04,entsuendolrirhtnac,,3139864,43.12
2020-02-14,avlNetilru,esolvfpaied,6762535,331.54
2024-08-26,lmsmariip,eb1WxMa,5915715,78.76
2022-02-23,ssfeiinyitnne,ynsnfeeiisnit,6385535,34.43
2022-04-19,rvurwsiailseenvdls,ballgroob,7017972,54.45
2020-04-29,mnraornlhmohoay,2ni8a8l0e4ta2,4298307,120.01
2021-11-12,teomci,proorcyksaet,4530760,58.849999999999994
2021-07-23,scstfratak,,6683365,102.41000000000001
2021-06-25,nsiigpcrskwtoere,elcssaj,4649216,94.49
2023-01-23,snugtyo,udatijvl,5341323,186.67
2020-10-06,ameiasamdhcy,olargoblb,7379879,37.839999999999996
2019-07-24,ugfeid,obbralogl,5096572,65.34
2023-06-17,hcoeormotd,faosltf,5213975,42.79
2021-10-23,estoeilnrdhnrnauct,,3553082,36.19
2023-03-17,tompabco,,6219850,55.44
2022-06-20,grdnrpio,bgloorbal,5591417,43.339999999999996
2023-11-09,rpioit,rpioit,6460064,2180.8599999999997
2022-10-22,mohatpcheeoray,loblbaogr,7352930,42.68
2023-01-07,fdeoodfomre,1du0sE3b,6085742,32.230000000000004
2023-03-10,reNilvuatl,fdoevpsaeli,6762756,-138.70999999999998
2019-12-18,ksyusiAsunAutetng,,6966921,-164.78
2020-05-18,oort,,4234646,11.0
2019-08-10,eltooefaedtdt,,4756687,128.26
2020-10-13,eoftaeddetolt,vxtemomeri,4756687,130.45999999999998
2024-12-13,prefosssti,a011gt5,6957067,-74.47
2022-10-25,arssGtmeI,Saehkhifrni,4843488,25.74
2023-06-20,udacP_aLehalrIntnn,,6816017,20.240000000000002
2020-09-15,Tau123rb,aynsyoa,5698693,149.82
2021-08-19,oaerwpzien,xb1WeaM,5378100,75.78999999999999
2019-06-18,guntuueskinAsAsty,,6966947,-281.82
2021-04-01,snantrtdcieuloehnr,,3553082,36.19
2020-07-30,root,,4234646,11.0
2022-04-04,swyevel,iirnasN,4016831,35.31
2021-01-14,wsastyol,2esud0b1,4854304,44.0
2022-09-19,itlrdenouenrhatsnc,,3808428,43.12
2020-04-08,feiudg,arlolobbg,5096546,43.67
2022-06-13,cehelifbfota,,6097065,44.88
2020-07-02,eciomt,haegreihhtlh,4530864,184.8
2019-02-12,retliurontadcennsh,,3688815,11.0
2023-02-16,usuQPtuieml,ecMrdfeaio,7146555,180.51
2020-04-26,eveslyw,,4016766,41.47
2020-08-30,spegierrntwe,GhtBltIDagowrii,7349888,250.36
2020-02-23,meokforob,b31eud0s,5498480,67.42999999999999
2024-05-18,eidguf,e0du21bs,6618586,44.44
2024-09-06,dgieuf,db12su0e,5491486,41.47
2022-05-11,dprnrgoi,blobglroa,5591417,43.12
2024-06-17,tmoiec,aelrevr,4530760,56.21
2020-02-25,rlstoec,lagborolb,4904913,36.63
2019-08-12,uidefg,bbllgaoor,5078463,76.22999999999999
2023-12-17,lealOiDisvas,,6777628,-26.51
2024-08-02,mivpsasie,lcee4ifo,5696899,-19.69
2021-07-11,eeyvslw,msilolraeeninai,4016831,-73.92
2024-02-13,cteoim,luae33kecb,4530838,121.33
2024-07-26,pdgrniro,gbalboorl,5591560,44.66
2023-03-13,igudef,bogrbloal,5078463,43.67
2024-09-17,fiuedg,lobrboagl,5078463,51.81
2021-06-04,dfiueg,lobagoblr,5078463,43.67
2023-08-19,etschiesr,2iale8n,3928444,51.81
2020-07-17,ivrosuvp,1bsfav0f,6273878,43.45
2021-03-14,bckadsyra,laorlbbog,4933175,65.89
2023-03-11,allbicveonia,vlaaclbionei,5474482,20.57
2023-07-28,bomrkoofe,bdse1u30,4898504,-42.79
2020-09-09,egifdu,,5078463,44.0
2020-02-29,npgrroid,bblogoarl,5897593,44.22
2020-07-02,rslceto,2p2bloe,4906603,62.260000000000005
2023-12-13,renstripgikewocs,sacedimo,4649229,101.31
2021-06-14,aopehoteyhcamr,blolabogr,7513662,42.68
2021-12-03,hcrtnlisdnteuenrao,,3553030,35.42
2024-08-05,h4e22tps0,,7135583,101.19999999999999
2022-04-17,eosctrl,orlgblaob,5017376,36.96
2021-11-16,nihuaretscldrntone,,3688815,-11.0
2022-08-23,trlocpsoo,0es3ubd4,6752369,43.339999999999996
2019-04-10,rfoebkmoo,,4934982,14.74
2021-02-08,detfteeodlota,ntcsthattapaemh,4756687,121.44
2019-10-15,ootacpmb,,5666700,102.74
2022-06-19,swotyasl,s1eub02d,7153380,43.78
2023-09-30,op1srpero,aslecsj,6885684,-45.099999999999994
2024-07-05,asldyekislscomlta,olrobbagl,7016386,37.839999999999996
2023-10-03,geeseintahwuv,oiadefeMrc,7111221,45.87
2024-10-10,moodotcehr,Bdoborn,5036122,38.39
2022-01-15,s1apoor,,3810157,-43.45
2022-07-21,ifotsspesr,05a1gt1,6911749,75.02000000000001
2023-02-03,fokbmeoro,bsvf0f1a,4969666,36.63
2022-12-22,irodprng,rolbgbola,5591417,41.47
2023-02-02,oTrnsioegVoimcrEpr,yemrninagog,6712615,50.489999999999995
2022-10-17,03sd2beu,,5737719,19.580000000000002
2022-06-23,SCCeseuntmppl,7aSleCLc,7473869,284.35
2023-07-15,bogfiraa,ruob_alarle,7081490,103.94999999999999
2023-07-10,troo,,4234646,11.88
2020-09-28,ocimte,gcalll,4530838,112.97
2020-05-12,CFL4LP2,,7424937,194.14999999999998
2024-09-03,ansterliaKsse,1m324m4W,6938932,-116.05000000000001
2019-01-30,emctio,lc3kab3uee,4530760,58.849999999999994
2022-09-26,uridslwssrevalveni,ofstfal,6900985,45.32
2023-03-04,trarunndeloiscnhte,,4275817,33.55
2022-10-17,dfeugi,bu0s1de2,5491486,43.67
2020-03-26,avDleilsiOas,,6777628,-25.74
2024-10-25,rpdrongi,babgoollr,5591417,43.67
2020-06-16,rgronpid,bolgalbor,5876143,48.84
2024-03-06,locoof,remneripasiacn,5332821,137.72
2023-09-28,ardbkyasc,bglorbalo,4933149,42.68
2024-01-21,hrnrcntdluinaesteo,,3688919,45.43
2020-02-10,ineorDmPt,cioefaeMrd,6938568,108.24
2024-02-09,koroebonf,rllbgooab,4974957,65.34
2019-04-22,robrge,roblgbola,5944562,40.480000000000004
2024-12-08,idegfu,lralgoobb,5078463,43.45
2023-06-07,tpmocaob,,5666752,77.88
2019-04-21,laoywsst,b20sed1u,4854447,51.919999999999995
2022-07-29,oncepiigstewsrrk,prdaoy010kme,4655963,95.26
2019-05-19,yssrdaetam,,7130825,254.20999999999998
2019-02-13,pebius,,7496658,-61.27
2023-05-15,dbs70Eu3,,7126639,117.47999999999999
2024-09-15,ianssrtaKslee,myludoisms,6938971,113.74
2019-06-03,diwsunfro,,6802471,140.14000000000001
2024-06-10,tlnosGupwseems,,6983847,145.09
2021-04-22,byktaerLyBdiacr,bv1a0sff,6104371,38.17
2020-07-17,iotmec,iopposrr,4530968,71.28
2019-07-11,gdpnroir,borlgolab,5591417,43.12
2021-09-25,ifdegu,lblroabog,5376176,43.45
2023-09-28,koberfomo,bse31u0d,5498480,-67.42999999999999
2024-12-29,okfrotbno,fsv0af1b,6567730,42.68
2024-05-11,ooebmkorf,lbrablgoo,4914936,36.3
2020-09-10,stolwsya,sbu102ed,4854304,43.89
2024-01-02,aoilgiln,,4450927,27.94
2019-07-24,eitiprdemudri,glloobabr,7127016,46.2
2024-05-24,cgAytPoionle,,7224087,270.49
2020-04-22,rPisetodna,,6505655,50.38
2019-11-13,gtnyPAceoloi,,7403110,82.83
2022-01-30,hrtuerncilnnastoed,,3141658,11.0
2022-09-01,pronirdg,glrblaboo,5590676,43.339999999999996
2019-06-25,teoirifxrnlu,,7131163,84.92
2019-11-21,ibiugeugnd,aobllbgro,7223476,38.06
2019-05-06,eifgdu,obbrgolal,5085938,43.78
2020-12-26,fdunwriso,,6843356,165.10999999999999
2023-04-14,ofbmoreko,be3sdu01,4898374,34.980000000000004
2019-02-03,sleesaielpm,,7100379,36.19
2024-03-25,rwktspocrenesgii,meyo01kap0dr,4649203,43.12
2020-04-04,ykrcsdaba,rglloboab,4933175,65.34
2024-10-04,ocfolo,tthineoan,4057534,93.94
2022-09-26,nnohetudrecsniatrl,,3688815,36.85
2024-09-23,tmbopcao,,5695781,82.61
2023-12-13,entadnorierthcusln,,3688815,35.31
2021-04-29,rkomfeobo,d0ue1b3s,4901546,65.67
2019-09-26,omoeiionsrscmh,,5164900,249.92
2019-01-09,rtnulnstchdneoiera,nanbazh,5466747,45.43
2019-12-22,idreupriemitd,lbaobgolr,7127016,45.98
2023-07-22,mhomscrioosien,,5164900,236.39
2024-08-19,ywvslee,,3988881,33.0
2022-07-12,yimrra,,7157865,179.85000000000002
2023-06-08,pyhldai,,6228027,47.849999999999994
2020-01-25,telrsehrnoincudnta,,3553030,33.55
2023-08-02,dotgmeaugrh,su0bE42d,5967143,-28.380000000000003
2023-02-20,esrdcntiuntoreanlh,nichnnasrrduolette,3688776,17.93
2022-08-18,icwisproetsenrkg,nAeiLecygf,4649203,45.54
2023-01-19,eu23sbd0,,5737719,12.76
2019-09-06,TDEECNERO,ikt3crC,7089654,105.6
2023-02-08,aytcaoeheprmho,borgablol,7513662,43.45
2023-02-07,deedfoormfo,subEd013,6085742,32.89
2022-03-25,remfkoboo,bfv0f1as,4969640,42.68
2023-04-19,boomrkfeo,albogorlb,4915053,62.260000000000005
2019-07-09,ivelaDssOial,,6812884,-33.0
2020-06-06,haovnyP,,4451564,18.369999999999997
2019-11-16,enetnrdlscioratnhu,,3140007,-26.84
2019-06-27,apeTyTlreHhaerba,,6502366,81.95
2021-09-19,sionwdrfu,,5485948,45.43
2020-07-16,eacuvdlid,,7504146,174.02
2019-12-07,oomdtrohec,f0vbf1sa,5096052,66.33
2024-02-25,veuhsnwtigeae,123c1Ac,7111247,103.72999999999999
2023-09-06,ihydlpa,,6732245,17.05
2024-02-24,ailaelvssiDO,,6777628,26.84
2024-10-13,ocaobtpm,,5666700,95.26
2021-06-18,moitce,eimtwm,4530916,117.15
2020-10-09,kasdcabyr,sraoenhFuad,4928950,36.3
2021-08-05,wsaosrl,deerela5v,5456230,36.3
2019-09-29,spe0h224t,,7135557,36.96
2022-09-09,toaopcmb,,5666830,51.81
2021-11-23,trnadriseotcnuhnle,,4403646,11.0
2020-12-30,ldsiaapoic,,5431465,51.81
2024-05-15,aprtatm,,4241198,20.130000000000003
2019-08-11,3ue20dsb,,5737719,19.14
2024-09-12,dltoettfeeaod,evarel,4756687,131.56
2024-09-03,tntniradclenshreuo,,3688815,11.0
2020-01-05,ootltedtaedfe,laever,4756687,-121.44
2021-05-20,etisengevwhau,1g51a0t,7111221,46.97
2021-07-06,uetsiksstugnyAnAu,,6966947,284.35
2019-07-28,tnlseurcehtnonarid,,3139864,44.77
2024-07-03,fredeodmoof,s03dubE1,6085742,-32.230000000000004
2024-08-17,owstylsa,b02use1d,4854317,-58.849999999999994
2024-03-23,mecito,oticbginievlaLM,4530838,117.37
2020-09-19,otrsocopl,bglobraol,6377358,43.78
2024-05-01,rfomboeok,bogolrlba,4963335,35.53
2020-03-28,entsautelroidnrhcn,r7S4ms7o1sa,3688815,43.12
2019-10-10,rnpdgoir,blobraglo,5591534,57.419999999999995
2024-11-27,oobkromfe,glblrbaoo,4915040,44.66
2022-03-28,dliaphy,,6020053,19.69
2024-10-16,diswrunfo,,6024694,41.25
2020-05-30,adi7yl,yrep2sa1o,6896656,-147.4
2020-10-18,lbrecitoe,frvdoonwolootienktreu,4663412,232.76
2022-12-17,1osoapr,,3846167,23.98
2023-02-21,eotimc,icnblv,4530838,-70.07000000000001
2023-12-05,apmttar,,3888742,388.19
2023-11-29,atcneohrernsidunlt,,3688815,36.19
2019-07-22,tSJiaCaAd,,5789498,16.169999999999998
2023-10-04,rurliahctennetosnd,,3688815,37.07
2020-09-29,ecmoti,ymgaer,4530864,178.86
2024-10-03,gipronrd,glborbalo,5591417,43.339999999999996
2023-06-02,bkoeoofmr,0be1d3su,4901455,44.0
2024-07-11,wayslsot,12dubes0,4854304,43.230000000000004
2024-03-21,vewyels,emsyrktj,3988881,42.57
2024-09-06,orot,,4234646,11.770000000000001
2019-02-12,inupddcno,kahhelot,4053634,43.12
2024-02-25,ydakabrcs,goloralbb,5527730,44.0
2022-01-26,rhtsciees,azgyla,3967457,69.19
2024-10-23,astlhliawtgeehn,sloueh,7151547,44.88
2021-10-16,hfocieflbate,,6097065,45.21
2021-10-29,beHTlTyapraehear,,6609031,80.96000000000001
2024-04-12,lenrunitecatsohdrn,,3688815,11.0
2022-02-21,adtlnsroceurnnhtei,,3688919,45.099999999999994
2019-07-18,rcoaetnsennhlridut,,3553030,39.269999999999996
2023-01-14,eaOilDsalsiv,,6771739,45.099999999999994
2022-05-13,gnriopdr,obglaborl,5591417,43.67
2020-07-20,osoprcolt,lofftas,6348264,66.55
2023-03-19,rwunsifod,,4832412,79.75
2021-10-15,rofekombo,agrollobb,7222839,38.5
2020-03-05,fooerobmk,1afs0vbf,4969640,42.35
2022-04-01,ltracerhnesidotunn,,3688815,11.0
2021-05-24,icemot,ttirago,4530838,112.86
2021-07-05,rbtsoaoo,lebeavilrHe,6711874,52.580000000000005
2023-11-17,mosneir,lmedRiaelevsf,4814251,16.72
2019-04-12,icomte,fk6stbinse,4530981,131.78
2022-04-24,igfdeu,2uesd0b1,5491486,43.67
2021-09-20,recohealbCkrsm,,7465042,172.48
2021-07-10,igeicsn,ao-KMkMrD,5902130,173.14000000000001
2020-03-20,nrepiaweoz,atpn5l4,5378113,119.13
2021-02-21,eeoftdaltdoet,veemoitrmx,4756687,127.71
2019-04-29,giudaulinjl,,3457987,44.989999999999995
2021-03-08,tmpboaoc,,7182240,35.97
2022-11-16,fadedoetttoel,tehcttpanshatma,4756687,132.55
2021-06-17,BiansLles,tchattetaanshmp,6832813,189.75
2021-09-08,koofmerbo,gbalrlboo,5434546,49.169999999999995
2020-09-25,sDlsvelaOiai,,6771739,45.43
2020-03-27,sslaaleOiivD,,6777810,103.62
2020-08-22,oort,,4234646,11.0
2023-08-09,ivvusorp,faf0svb1,6899503,-51.919999999999995
2023-09-02,irngrpdo,ooglblarb,5591417,43.12
2021-12-01,seilthtueadcnrnnor,,3688815,34.980000000000004
2022-01-30,oiemct,3klu3bcaee,4530864,180.39999999999998
2024-06-28,dwsriofnu,,5113121,140.14000000000001
2023-07-31,taeodttfeoled,lerave,5674409,-56.099999999999994
2019-04-12,imryar,,7157852,84.26
2024-06-20,iOisDlvealas,,6819787,46.419999999999995
2021-11-19,3vol28ev3e,,7024784,278.40999999999997
2019-09-22,hhrteomyaacope,olbbargol,7442136,37.95
2024-09-20,liaispdaco,,5215431,11.0
2022-03-25,cmotie,llagcl,4530864,170.94
2020-01-17,icetom,8bbd85,4530760,58.849999999999994
2020-08-03,fcreorban,boalgolrb,6461910,46.31
2023-12-07,lee32gmia,,7160283,64.13
2021-02-28,4ocir4ugspatidtld,,7207330,64.78999999999999
2020-06-15,octiem,,4530864,178.86
2024-05-22,ocdtohmore,albrlgboo,5130567,44.0
2020-05-01,geobrr,larlgobob,5985694,43.56
2020-01-19,hyiplda,,6020053,19.69
2023-06-26,ticemo,nluikanpti,4530838,-70.07000000000001
2024-03-20,e80daczo,iadalcspoi,5858411,43.12
2023-12-17,okeomfbor,rloalobbg,4915014,29.81
2022-05-07,meoict,lu3aekb3ec,4530981,123.97
2021-01-06,mepCnpSaymupletno,,6655818,77.33
2020-02-13,oindsaeernctnlruht,,3688815,35.089999999999996
2019-07-24,sDiOlsiealav,,6812858,36.19
2022-01-04,sicoeshoimnomr,arifflaoma,6295484,767.69
2023-06-16,nlucnortshdearneit,,3553069,30.14
2019-11-16,ctieom,74tl9v,4530864,180.39999999999998
2021-12-31,deartnoerhltnusinc,,3553030,11.0
2023-11-20,cnpkfbfaiaa,pfaabfianck,3824795,-31.02
2024-01-06,oiweroSdaHhp,,6698406,251.67999999999998
2021-08-14,ltoorposc,sffotla,6348264,66.66
2023-12-29,oolfoc,geisTo,4057469,53.02
2019-04-12,rfmeokoob,de10b3us,4901546,65.34
2020-11-28,ateeltfotddoe,hetatcmanthpast,4756687,-131.56
2019-02-14,guutktsuesAsyAinn,,6966921,164.78
2021-10-25,ceidtxlare,,3983733,54.45
2022-07-24,mpmetceo,riJco7V,6010121,181.28
2023-04-26,icpwokrserstegni,m1k0ydra0ope,4649203,17.490000000000002
2019-07-26,aloaceinivlb,iaonlilcbvae,5751252,45.099999999999994
2020-01-09,efttdoeedtalo,nhhatpasctmeatt,4756687,-129.69
2019-08-18,brofmeook,ogballorb,4948320,45.21
2021-11-04,imetco,,4530968,67.42999999999999
2021-08-01,aklctysalslmosied,obolgablr,6882135,36.3
2022-11-15,mteico,luewow,4530864,177.10000000000002
2020-05-01,bkydscara,baoolrgbl,4962971,36.3
2023-05-02,eifdgu,bgooballr,5078463,43.89
2021-09-28,kforotobn,afvs0bf1,6567730,42.68
2023-10-06,neaendioturhrclstn,,4652076,95.26
2021-12-26,6896I86,hhyegtl,6375213,132.77
2021-03-04,yrbdaacsk,bgoalrlbo,5527730,44.44
2024-02-29,rtoo,,4234646,11.0
2024-01-27,oerfokomb,olragoblb,4963335,36.739999999999995
2019-05-25,rbfrcneao,alrbooblg,6461910,46.97
2019-01-03,ssowtaly,esu0db21,4854304,43.339999999999996
2022-07-09,osrpo1a,,3881995,17.490000000000002
2020-03-30,ciotme,,4530838,118.47
2020-01-17,gobrre,broallogb,5944614,42.46
2023-05-25,drontsaceitnruhnle,,3688815,11.0
2021-08-16,ootr,,4234646,11.0
2019-03-17,aybcrdaks,ogalblorb,4933175,66.0
2024-05-17,rcohlstunneeandtir,,3688776,-43.12
2019-11-28,cnurthdorlatinesen,,3688815,36.96
2024-10-26,ecstlor,olobbgral,4930783,37.29
2019-01-18,vhmeuonaln,,3577600,69.19
2024-03-26,tohtenilsneacndurr,esuitrcornannehltd,3688815,36.19
2021-01-29,amcuishsc,,5884515,29.15
2024-11-03,dHwSoprhieoa,,6698406,251.67999999999998
2019-10-19,orot,,4234646,11.0
2022-10-29,sayslotw,d1sbe0u2,7153367,36.410000000000004
2021-01-05,ianivaellocb,dsb22eu0,5474352,43.12
2022-04-14,xtoi2oB0,l2s0s0,4571021,154.44
2023-12-10,ohtoermocd,falsotf,5520034,43.339999999999996
2023-12-30,esylewv,ornnBos,4016753,42.019999999999996
2022-01-02,deafottdloeet,a05t1g1,5674409,-57.53
2019-04-17,eorfoobmk,lboorgbla,4915079,44.0
2024-04-21,ndehntoutrianslerc,heaneivpdtecis,4652076,-102.08
2022-04-19,isfnisytnneei,moxemc,6386536,56.54
2021-08-17,smhnooceoisrim,,4543773,767.69
2024-02-29,osolftx,inbaihulTalam,5402670,-138.70999999999998
2021-02-23,esetaslraKins,0ta511g,6938932,117.58999999999999
2022-05-30,prwoodaHeiSh,,6698406,67.42999999999999
2023-08-26,bpiduv,e2socrcmom,7068048,71.83
2022-02-02,sayotslw,2seu1d0b,7410702,36.63
2020-06-24,obacpotm,,5666869,-81.95
2019-07-29,ictoem,rttsurebac,4530864,178.86
2020-08-27,3d7Ebsu0,uEb3d70s,7269652,51.48
2019-12-30,orswirgstkineepc,0apderyo1m0k,4649229,-49.72
2020-03-09,eamcaskodllltiyss,grolloabb,6898229,38.61
2019-12-29,piodrgrn,bloglrabo,5591417,41.47
2021-03-31,avoebicilnla,2sub0d2e,5474352,-43.12
2020-07-29,toro,,4234646,11.770000000000001
2023-06-10,rTaTelheerbaHyap,,6420245,318.66999999999996
2021-10-04,aoelotdettfed,npmahtstatchtea,4756687,-130.57
2020-01-30,kfoobtron,s1eudb10,5459805,44.44
2021-08-25,caorhepymoetha,bloalgorb,7513662,43.45
2023-10-11,tmocei,l3a3bkeuec,4531020,24.97
2021-08-07,shptarloobopa,aeWbMx1,7283718,225.5
2023-03-20,bmkerofoo,u3eb0d1s,4898400,43.45
2024-12-28,iomcet,3buekce3la,4530864,180.84
2023-03-27,icmteo,5s6j23,4530838,120.22999999999999
2020-04-25,ahhnyormmaonolr,mniarmgeakit,4298242,171.70999999999998
2019-01-02,lpalasbmir,ebcleivrd,4002505,45.760000000000005
2019-08-05,osraboot,pisebu,6711874,52.91
2019-10-10,66896I8,cukaposmufsmm,6315400,79.64
2023-04-13,usieneweavhtg,oce2osmmcr,7111247,95.26
2020-06-11,mcieto,syaeprrookct,4530864,-107.80000000000001
2020-06-19,wolaytss,20eb1dus,4854304,42.9
